# Spherical Bessel functions via up and down recursion
#x               ans_down               ans_up               log10(x)              log10(relative_diff)         Exact J10
0.10000000000000 7.27151099671367e-21 3.42674434255671e+02 -1.00000000000000e+00 0.00000000000000e+00 7.27151099671367e-21
0.20000000000000 7.44117252805147e-18 -1.37159336449995e-01 -6.98970004336019e-01 0.00000000000000e+00 7.44117252805147e-18
0.30000000000000 4.28629297056011e-16 3.90825579090650e-04 -5.22878745280338e-01 -9.52610887835709e-13 4.28629297056010e-16
0.40000000000000 7.59990548780145e-15 -3.66289639866462e-04 -3.97940008672038e-01 0.00000000000000e+00 7.59990548780145e-15
0.50000000000000 7.06412396366188e-14 -2.15357267432381e-05 -3.01029995663981e-01 0.00000000000000e+00 7.06412396366187e-14
0.60000000000000 4.36346694697014e-13 3.81548434155359e-06 -2.21848749616356e-01 -9.93336334353016e-08 4.36346694697014e-13
0.70000000000000 2.03269081365862e-12 -7.70117234995345e-07 -1.54901959985743e-01 0.00000000000000e+00 2.03269081365862e-12
0.80000000000000 7.70146280841790e-12 -3.54663507284249e-07 -9.69100130080564e-02 0.00000000000000e+00 7.70146280841790e-12
0.90000000000000 2.49167512844863e-11 2.76932068427848e-08 -4.57574905606752e-02 -7.81506495170142e-04 2.49167512844863e-11
1.00000000000000 7.11655264004730e-11 4.00101485334587e-08 -4.82163733276644e-17 -1.54494942628054e-03 7.11655264004730e-11
1.10000000000000 1.83742679426332e-10 5.86030228412578e-09 4.13926851582250e-02 -2.72424841631204e-02 1.83742679426332e-10
1.20000000000000 4.36434582622295e-10 -4.87672616233853e-09 7.91812460476248e-02 0.00000000000000e+00 4.36434582622295e-10
1.30000000000000 9.66436816462478e-10 -1.53302670312531e-09 1.13943352306837e-01 0.00000000000000e+00 9.66436816462478e-10
1.40000000000000 2.01587241166220e-09 2.26030054615551e-09 1.46128035678238e-01 -1.24290406955437e+00 2.01587241166220e-09
1.50000000000000 3.99344069948364e-09 3.44967523429962e-09 1.76091259055681e-01 -1.13634316173618e+00 3.99344069948364e-09
1.60000000000000 7.56302213142529e-09 7.33667274929907e-09 2.04119982655925e-01 -1.81839806159990e+00 7.56302213142529e-09
1.70000000000000 1.37674742014068e-08 1.37292040330993e-08 2.30448921378274e-01 -2.85641985938956e+00 1.37674742014068e-08
1.80000000000000 2.41973554395355e-08 2.41995347022876e-08 2.55272505103306e-01 -4.34650785993056e+00 2.41973554395355e-08
1.90000000000000 4.12158806644389e-08 4.12450617304096e-08 2.78753600952829e-01 -3.45114714135236e+00 4.12158806644388e-08
2.00000000000000 6.82530086497474e-08 6.83419910243592e-08 3.01029995663981e-01 -3.18613081015491e+00 6.82530086497474e-08
2.10000000000000 1.10183155900377e-07 1.10186859791931e-07 3.22219294733919e-01 -4.77449424001696e+00 1.10183155900377e-07
2.20000000000000 1.73802576124382e-07 1.73800115851330e-07 3.42422680822206e-01 -5.15009982144651e+00 1.73802576124382e-07
2.30000000000000 2.68423899567677e-07 2.68438837231746e-07 3.61727836017593e-01 -4.55558057257842e+00 2.68423899567677e-07
2.40000000000000 4.06606642252350e-07 4.06602431588622e-07 3.80211241711606e-01 -5.28585165672492e+00 4.06606642252350e-07
2.50000000000000 6.05043622963856e-07 6.05045590940737e-07 3.97940008672038e-01 -5.78879739783536e+00 6.05043622963856e-07
2.60000000000000 8.85624115097246e-07 8.85625841199742e-07 4.14973347970818e-01 -6.01121327201261e+00 8.85624115097246e-07
2.70000000000000 1.27669516052973e-06 1.27669837760667e-06 4.31363764158987e-01 -5.89965630695106e+00 1.27669516052973e-06
2.80000000000000 1.81454273363065e-06 1.81454283195887e-06 4.47158031342219e-01 -7.56711902451204e+00 1.81454273363065e-06
2.90000000000000 2.54511431720121e-06 2.54511372127328e-06 4.62397997898956e-01 -6.93154349975818e+00 2.54511431720121e-06
3.00000000000000 3.52600389317528e-06 3.52600289777326e-06 4.77121254719663e-01 -6.85031420376031e+00 3.52600389317527e-06
3.10000000000000 4.82871931771511e-06 4.82871959399812e-06 4.91361693834273e-01 -7.54350779025729e+00 4.82871931771509e-06
3.20000000000000 6.54125050609724e-06 6.54125077045268e-06 5.05149978319906e-01 -7.69450253995011e+00 6.54125050609723e-06
3.30000000000000 8.77095476646556e-06 8.77095483911214e-06 5.18513939877888e-01 -8.38286171334192e+00 8.77095476646557e-06
3.40000000000000 1.16477729687863e-05 1.16477726618327e-05 5.31478917042255e-01 -7.88020017747487e+00 1.16477729687863e-05
3.50000000000000 1.53277869993972e-05 1.53277872372281e-05 5.44068044350276e-01 -8.11024117587878e+00 1.53277869993972e-05
3.60000000000000 1.99971251239846e-05 1.99971251342835e-05 5.56302500767287e-01 -9.58920711297490e+00 1.99971251239846e-05
3.70000000000000 2.58762174632883e-05 2.58762174815659e-05 5.68201724066995e-01 -9.45201132571172e+00 2.58762174632883e-05
3.80000000000000 3.32243987866399e-05 3.32243988017422e-05 5.79783596616810e-01 -9.64344424875344e+00 3.32243987866399e-05
3.90000000000000 4.23448502690210e-05 4.23448502100043e-05 5.91064607026499e-01 -9.15685570953378e+00 4.23448502690210e-05
4.00000000000000 5.35898657686329e-05 5.35898658045064e-05 6.02059991327963e-01 -9.47533892977082e+00 5.35898657686328e-05
4.10000000000000 6.73664216056162e-05 6.73664216634393e-05 6.12783856719736e-01 -9.36737166675802e+00 6.73664216056161e-05
4.20000000000000 8.41420218109690e-05 8.41420218506066e-05 6.23249290397901e-01 -9.62793657603581e+00 8.41420218109691e-05
