#N                        Milne                     GSL 
#-----------------------------------------
0.69897  -4.891987163223094e+00  -1.582780811345028e+01
9.542425094393249e-01  -7.303874032944108e+00  -1.582780811345028e+01
1.113943352306837e+00  -8.465076123010107e+00  -1.582780811345028e+01
1.230448921378274e+00  -9.252886817689015e+00  -1.582780811345028e+01
1.322219294733919e+00  -9.852363437146998e+00  -1.582780811345028e+01
1.397940008672038e+00  -1.033733833902873e+01  -1.582780811345028e+01
1.462397997898956e+00  -1.074501556477196e+01  -1.582780811345028e+01
1.518513939877888e+00  -1.109688862886236e+01  -1.582780811345028e+01
1.568201724066995e+00  -1.140650039744693e+01  -1.582780811345028e+01
1.612783856719735e+00  -1.168286047977990e+01  -1.582780811345028e+01
1.653212513775344e+00  -1.193277251599795e+01  -1.582780811345028e+01
1.690196080028514e+00  -1.216035516056032e+01  -1.582780811345028e+01
1.724275869600789e+00  -1.236962367788001e+01  -1.582780811345028e+01
1.755874855672491e+00  -1.256322638421220e+01  -1.582780811345028e+01
1.785329835010767e+00  -1.274430549362001e+01  -1.582780811345028e+01
1.812913356642855e+00  -1.291188090175316e+01  -1.582780811345028e+01
1.838849090737255e+00  -1.307269584705521e+01  -1.582780811345028e+01
1.863322860120456e+00  -1.321714795036040e+01  -1.582780811345028e+01
1.886490725172482e+00  -1.335946078303812e+01  -1.582780811345028e+01
1.908485018878650e+00  -1.348736399861016e+01  -1.582780811345028e+01
1.929418925714293e+00  -1.362641098912983e+01  -1.582780811345028e+01
1.949390006644913e+00  -1.373790300201088e+01  -1.582780811345028e+01
1.968482948553935e+00  -1.386402028610472e+01  -1.582780811345028e+01
1.986771734266245e+00  -1.398271007343602e+01  -1.582780811345028e+01
2.004321373782643e+00  -1.405695610180813e+01  -1.582780811345028e+01
2.021189299069938e+00  -1.418435543696409e+01  -1.582780811345028e+01
2.037426497940624e+00  -1.430929417357239e+01  -1.582780811345028e+01
2.053078443483420e+00  -1.439644434929129e+01  -1.582780811345028e+01
2.068185861746162e+00  -1.448538543262807e+01  -1.582780811345028e+01
2.082785370316450e+00  -1.450558881871636e+01  -1.582780811345028e+01
2.096910013008056e+00  -1.459735919207200e+01  -1.582780811345028e+01
2.110589710299249e+00  -1.457253560834697e+01  -1.582780811345028e+01
2.123851640967086e+00  -1.478641542829205e+01  -1.582780811345028e+01
2.136720567156407e+00  -1.482780811345028e+01  -1.582780811345028e+01
2.149219112655380e+00  -1.474862686740265e+01  -1.582780811345028e+01
2.161368002234975e+00  -1.504965686306663e+01  -1.582780811345028e+01
2.173186268412274e+00  -1.492471812645833e+01  -1.582780811345028e+01
2.184691430817599e+00  -1.512883810911426e+01  -1.582780811345028e+01
2.195899652409234e+00  -1.512883810911426e+01  -1.582780811345028e+01
2.206825876031850e+00  -1.535068685873061e+01  -1.582780811345028e+01
2.217483944213906e+00  -1.498271007343602e+01  -1.582780811345028e+01
2.227886704613673e+00  -inf  -1.582780811345028e+01
2.238046103128795e+00  -inf  -1.582780811345028e+01
2.247973266361806e+00  -1.522574812212231e+01  -1.582780811345028e+01
2.257678574869185e+00  -1.582780811345028e+01  -1.582780811345028e+01
2.267171728403014e+00  -1.512883810911426e+01  -1.582780811345028e+01
2.276461804173244e+00  -1.522574812212231e+01  -1.582780811345028e+01
2.285557309007774e+00  -1.522574812212231e+01  -1.582780811345028e+01
2.294466226161593e+00  -1.552677811778629e+01  -1.582780811345028e+01
2.303196057420489e+00  -1.582780811345028e+01  -1.582780811345028e+01
2.311753861055754e+00  -1.522574812212231e+01  -1.582780811345028e+01
2.320146286111054e+00  -1.582780811345028e+01  -1.582780811345028e+01
2.328379603438738e+00  -1.582780811345028e+01  -1.582780811345028e+01
2.336459733848530e+00  -1.504965686306663e+01  -1.582780811345028e+01
2.344392273685111e+00  -1.582780811345028e+01  -1.582780811345028e+01
